cpgIsland	log2FoldChange	pval2	new_annotation	status	annot.symbol
chr1_132229003_132229380	-0.633923542285757	0.6465147579578	other_genomics	no_sig	NA
chr1_132298558_132299269	4.1131718313112	1.10738529959137	other_genomics	no_sig	NA
chr1_132315898_132316555	1.67089878288918	0.761592828220478	other_genomics	no_sig	NA
chr1_132360629_132361042	-1.1281342116629	1.09085201221791	other_genomics	no_sig	NA
chr1_132391390_132391882	-3.47479287999951	0.763876853266225	other_genomics	no_sig	NA
chr1_132417369_132417990	-2.34227291202104	0.657851548941765	other_genomics	no_sig	NA
chr1_132542784_132543007	-0.767118367610367	0.0852438448877122	other_genomics	no_sig	NA
chr1_132880310_132880946	-2.29449505014117	0.58008289267267	other_genomics	no_sig	NA
chr1_133025085_133025419	-4.93699511444672	1.50556975842559	mm10_genes_promoters	DMRs-down	Mdm4
chr1_133045978_133046709	4.12137618636131	0.532861007276076	other_genomics	no_sig	NA
chr1_133131080_133131904	-0.869769775744091	0.243470492904681	other_genomics	no_sig	NA
chr1_133163776_133164521	2.70570216990045	0.965911842324819	other_genomics	no_sig	NA
chr1_133274094_133274355	2.10855650401635	0.699057115198233	other_genomics	no_sig	NA
chr1_133363428_133364312	0.485960779158114	0.0736151539003985	other_genomics	no_sig	NA
chr1_133423057_133424444	3.86450442233959	0.88083302472122	other_genomics	no_sig	NA
chr1_133609752_133610435	0.687125550078682	0.100566148778444	other_genomics	no_sig	NA
chr1_133660887_133661444	-2.82386776879364	1.23358973869619	other_genomics	no_sig	NA
chr1_13372746_13374794	1.41510266234766	0.245762990580081	other_genomics	no_sig	NA
chr1_134078807_134079438	-0.819452675336149	0.118596567235908	other_genomics	no_sig	NA
chr1_134092985_134093242	-1.23079583937753	0.299701560146726	other_genomics	no_sig	NA
chr1_134234704_134235089	4.07950074546062	1.60969299882461	mm10_genes_promoters	DMRs-up	Adora1
chr1_134235377_134235655	3.76067639624041	0.471132348329275	other_genomics	no_sig	NA
chr1_134298895_134299450	2.22875472560518	0.602404852020261	other_genomics	no_sig	NA
chr1_134344568_134344874	4.54140197692396	1.77159242954554	other_genomics_DMRs	DMRs-up	NA
chr1_134361776_134362168	3.2785531690054	0.393228870071573	other_genomics	no_sig	NA
chr1_134405951_134406174	1.27116168246845	0.204969837938432	other_genomics	no_sig	NA
chr1_134415248_134415959	1.64020864849669	0.349224439068346	other_genomics	no_sig	NA
chr1_134455275_134455836	0.296993264337545	0.0541819289701343	other_genomics	no_sig	NA
chr1_134494514_134494948	-1.57980170236815	0.200334122694238	other_genomics	no_sig	NA
chr1_134513328_134513584	1.34698909628563	0.347865992622488	other_genomics	no_sig	NA
chr1_134556259_134556601	2.00071733366092	0.562250511577658	other_genomics	no_sig	NA
chr1_134556778_134557124	4.05273800195979	0.703764386217821	other_genomics	no_sig	NA
chr1_134560080_134561744	3.27307379758468	1.15594276855045	other_genomics	no_sig	NA
chr1_134646666_134647253	2.23169046581644	0.766077535749859	other_genomics	no_sig	NA
chr1_134708873_134709423	2.86422646405185	0.861555581690056	other_genomics	no_sig	NA
chr1_134955511_134955991	-1.91965713915119	0.572611859463766	other_genomics	no_sig	NA
chr1_134962406_134962752	-3.63729579724259	1.19904721077645	other_genomics	no_sig	NA
chr1_134987516_134988073	1.90039561340665	1.03129124443582	other_genomics	no_sig	NA
chr1_135085371_135085593	1.62196077550896	1.06754619710365	other_genomics	no_sig	NA
chr1_135104868_135105311	4.84270234807533	1.09567574579908	other_genomics	no_sig	NA
chr1_135146495_135147566	-2.9279330131316	0.628591381294658	other_genomics	no_sig	NA
chr1_135283531_135284122	-1.37741408491905	0.499213495874521	other_genomics	no_sig	NA
chr1_135313596_135313916	-0.980211145697613	0.153144095561712	other_genomics	no_sig	NA
chr1_135374915_135375165	5.0740184032596	1.13653265326662	other_genomics	no_sig	NA
chr1_135429953_135430720	-1.58872156382548	0.257217864475857	other_genomics	no_sig	NA
chr1_135532492_135532693	-0.136764386793338	0.0655498642642702	other_genomics	no_sig	NA
chr1_135584707_135585354	-0.416445668809733	0.105503039179686	other_genomics	no_sig	NA
chr1_135687731_135688484	3.63084095547543	0.564365295339004	other_genomics	no_sig	NA
chr1_135729162_135729379	0.93010577419411	0.195722288049596	other_genomics	no_sig	NA
chr1_135765880_135766710	4.59924029445826	1.74369827887397	other_genomics_DMRs	DMRs-up	Phlda3
chr1_135818508_135819008	0.70065084396426	0.189234846360735	other_genomics	no_sig	NA
chr1_13589162_13590177	1.94613390075756	0.69659987394933	other_genomics	no_sig	NA
chr1_135918709_135919286	3.59106311713433	1.74049412787202	mm10_genes_promoters	DMRs-up	Pkp1
chr1_136050821_136051352	1.90975095113694	0.837947194606411	other_genomics	no_sig	NA
chr1_136131275_136131926	1.37930196551422	0.331512125376151	other_genomics	no_sig	NA
chr1_136140304_136140607	-1.31194476121984	0.329364264884318	other_genomics	no_sig	NA
chr1_136215816_136216116	-0.304565818104417	0.140056410911709	other_genomics	no_sig	NA
chr1_136234222_136234663	-0.364791298944783	0.0912642214215321	other_genomics	no_sig	NA
chr1_136259769_136260914	2.33286443440309	0.593825167260373	other_genomics	no_sig	NA
chr1_136345398_136346321	4.07200779391995	1.25134241297826	other_genomics	no_sig	NA
chr1_136415222_136415678	-0.934707587835189	0.199794569896345	other_genomics	no_sig	NA
chr1_136466216_136466630	5.25069923513504	1.10060139519	other_genomics	no_sig	NA
chr1_13660231_13660732	3.07825113572073	0.669310425693715	other_genomics	no_sig	NA
chr1_136624636_136625002	1.01446814408374	0.167654556352476	other_genomics	no_sig	NA
chr1_136789139_136789568	1.57275669057692	1.17975304421702	other_genomics	no_sig	NA
chr1_136948567_136949197	0.968576937719709	0.161046394532696	other_genomics	no_sig	NA
chr1_136952915_136953134	0.908451340172122	0.215111924449288	other_genomics	no_sig	NA
chr1_138619152_138619864	1.09388063613351	0.175128523878329	other_genomics	no_sig	NA
chr1_138841498_138842069	-3.00349058615384	0.895501829506012	other_genomics	no_sig	NA
chr1_138843604_138843837	-2.64363259498139	0.916163470449427	other_genomics	no_sig	NA
chr1_138847193_138847449	1.18876292920178	0.554908750964414	other_genomics	no_sig	NA
chr1_138856300_138856821	4.0743388867482	0.681767572871175	other_genomics	no_sig	NA
chr1_138963394_138964108	-0.944954501068051	0.108373574128102	other_genomics	no_sig	NA
chr1_139422096_139422751	4.1969005018959	1.38361301255032	other_genomics_DMRs	DMRs-up	Zbtb41
chr1_139454634_139455233	-0.137720371646031	0.0282769881738505	other_genomics	no_sig	NA
chr1_14309747_14310036	1.87013764824838	0.398975194853865	other_genomics	no_sig	NA
chr1_143702761_143703176	-6.34544544237698	1.85960539348064	other_genomics_DMRs	DMRs-down	Cdc73
chr1_143739387_143739756	-2.26978896086862	0.461199523391663	other_genomics	no_sig	NA
chr1_143776714_143777655	1.87028161059603	0.338600695130757	other_genomics	no_sig	NA
chr1_144004129_144004509	-2.3529518341026	0.600680307500045	other_genomics	no_sig	NA
chr1_14506541_14507148	1.01570979295549	0.313602952439007	other_genomics	no_sig	NA
chr1_14755151_14755803	1.01269128685638	0.327995785785579	other_genomics	no_sig	NA
chr1_150392777_150393719	2.3939527288472	0.777269018870734	other_genomics	no_sig	NA
chr1_150993278_150993599	0.809349810309608	0.241504819021251	other_genomics	no_sig	NA
chr1_151344225_151345424	-1.66695110207948	0.298421641938994	other_genomics	no_sig	NA
chr1_151428085_151429020	2.9238921120995	0.824115193401717	other_genomics	no_sig	NA
chr1_151500026_151501141	-1.93005803488773	0.538992763153383	other_genomics	no_sig	NA
chr1_151571313_151571755	2.14837099305175	1.14248780258729	other_genomics	no_sig	NA
chr1_151755184_151755925	-2.82105432271103	0.632884750191678	other_genomics	no_sig	NA
chr1_152089616_152090328	-0.660791514182608	0.0989949710365956	other_genomics	no_sig	NA
chr1_152386313_152386744	4.64530037027548	1.44240833310227	mm10_genes_promoters	DMRs-up	Tsen15
chr1_152399918_152400364	-2.06598604744306	0.38765666563163	other_genomics	no_sig	NA
chr1_152624908_152625288	0.4619319703395	0.0640140557949705	other_genomics	no_sig	NA
chr1_152765927_152767261	0.347500150076366	0.0893623697992073	other_genomics	no_sig	NA
chr1_15286418_15287178	0.960807923217671	0.201238306712034	other_genomics	no_sig	NA
chr1_152901953_152903964	-0.198227380227693	0.0392369528100101	other_genomics	no_sig	NA
chr1_152954930_152956251	0.652636378846991	0.194880274653439	other_genomics	no_sig	NA
chr1_153185935_153186287	1.5045875416426	0.272511636595868	other_genomics	no_sig	NA
chr1_153332003_153333079	1.37898296308034	0.311943626913699	other_genomics	no_sig	NA
chr1_153425155_153425591	0.652131612324548	0.191708635686384	other_genomics	no_sig	NA
chr1_153486981_153487778	3.73530168617622	0.466901293091443	other_genomics	no_sig	NA
chr1_153549548_153549837	5.21884379796648	2.25393151768596	other_genomics_DMRs	DMRs-up	Npl
chr1_153899777_153901066	0.279676239258455	0.0468217131299061	other_genomics	no_sig	NA
chr1_153907915_153908159	1.35826514299168	0.940311276485299	other_genomics	no_sig	NA
chr1_154204837_154205538	2.73676173732669	2.20804664263972	mm10_genes_exons	DMRs-up	Zfp648
chr1_154799259_154799676	-0.232405010737917	0.12603856761568	other_genomics	no_sig	NA
chr1_155083181_155083561	4.06717924365464	0.523396392759956	other_genomics	no_sig	NA
chr1_155098325_155099738	-1.34305501807561	0.513187079533136	other_genomics	no_sig	NA
chr1_155158548_155159280	-0.383631611619187	0.0820247719103247	other_genomics	no_sig	NA
chr1_155244091_155244947	3.31054869859039	2.93969551394631	mm10_genes_promoters	DMRs-up	NA
chr1_155416849_155417545	-0.562426178319188	0.0613219074288187	other_genomics	no_sig	NA
chr1_155558147_155558794	-0.908609497851396	0.187476886693387	other_genomics	no_sig	NA
chr1_155736867_155737982	1.23738856688144	0.436604416076322	other_genomics	no_sig	NA
chr1_155741117_155743246	1.23988151458272	0.322553310060212	other_genomics	no_sig	NA
chr1_155812433_155813157	1.75431026952405	0.443049158354486	other_genomics	no_sig	NA
chr1_155972723_155973671	1.05664332618676	0.171426755606939	other_genomics	no_sig	NA
chr1_156035532_156036386	-0.976972244994723	0.199397187045348	other_genomics	no_sig	NA
chr1_156204683_156205085	4.64148812410446	1.00675765965367	other_genomics	no_sig	NA
chr1_156303117_156303790	2.00594576258865	0.718949033268355	other_genomics	no_sig	NA
chr1_156420694_156421188	3.69070734415101	0.459500865376096	other_genomics	no_sig	NA
chr1_156474014_156474393	3.73055211130897	0.595225491896678	other_genomics	no_sig	NA
chr1_156558496_156559438	1.95621981208624	0.681420828411472	other_genomics	no_sig	NA
chr1_156674055_156674416	0.392984714690892	0.115333401230492	other_genomics	no_sig	NA
chr1_156718337_156718908	3.53967344368537	0.434771056912888	other_genomics	no_sig	NA
chr1_156938962_156940007	-0.892367367033685	0.223465748226123	other_genomics	no_sig	NA
chr1_157411786_157412829	2.1638314789985	0.629259420812715	other_genomics	no_sig	NA
chr1_15805591_15806108	-1.99733803185245	0.490721620501261	other_genomics	no_sig	NA
chr1_158356039_158356243	-1.30898910224171	0.410888652244031	other_genomics	no_sig	NA
chr1_158362548_158362875	1.09238489680887	0.171945657491004	other_genomics	no_sig	NA
chr1_15892420_15893052	3.36118840794819	1.0631002424631	other_genomics	no_sig	NA
chr1_159231781_159232536	4.12671325621893	0.987124375840873	other_genomics	no_sig	NA
chr1_160194961_160195410	-3.32901645678755	0.557281535334138	other_genomics	no_sig	NA
chr1_160212438_160213405	2.44159762303258	0.45439756674447	other_genomics	no_sig	NA
chr1_160792029_160793170	3.19069439842542	0.719545278943253	other_genomics	no_sig	NA
chr1_160906209_160907096	0.940304460390013	0.180822321495107	other_genomics	no_sig	NA
chr1_16092956_16093371	-0.058501562372185	0.00956757792593736	other_genomics	no_sig	NA
chr1_161034404_161035181	4.09154850237046	0.75512588617112	other_genomics	no_sig	NA
chr1_16104765_16106291	1.42985527416599	0.461021121084764	other_genomics	no_sig	NA
chr1_161070648_161071145	-2.25546369904963	0.599676225938978	other_genomics	no_sig	NA
chr1_161142783_161143001	1.43029819754712	0.343417985149462	other_genomics	no_sig	NA
chr1_161170642_161170990	4.47966142642329	1.6857129293603	other_genomics_DMRs	DMRs-up	NA
chr1_161250817_161251278	3.73555697100855	0.548654391768818	other_genomics	no_sig	NA
chr1_161727446_161727681	-0.3085088894933	0.156846199549908	other_genomics	no_sig	NA
chr1_161876451_161877098	-1.34032629144364	0.278198802089168	other_genomics	no_sig	NA
chr1_161969118_161969514	-1.64229997924371	0.294354184071506	other_genomics	no_sig	NA
chr1_162477565_162478079	-1.20347555784579	0.199350543433815	other_genomics	no_sig	NA
chr1_162548264_162548709	2.77708247204295	0.541918057371625	other_genomics	no_sig	NA
chr1_162570353_162571602	-0.284634273595678	0.0526564624446441	other_genomics	no_sig	NA
chr1_162739971_162740673	1.731600272359	0.301156371351605	other_genomics	no_sig	NA
chr1_163312001_163312621	0.167008519079161	0.0384271161152085	other_genomics	no_sig	NA
chr1_163929784_163930411	4.01087177934857	0.51363438138633	other_genomics	no_sig	NA
chr1_163994433_163995154	0.998269259672987	0.208128178122047	other_genomics	no_sig	NA
chr1_164248619_164248915	-0.62119673927048	0.0939539361261536	other_genomics	no_sig	NA
chr1_164249039_164249686	-1.1947699598978	0.314966707325051	other_genomics	no_sig	NA
chr1_164307457_164307684	-1.63070583247873	0.36377111095593	other_genomics	no_sig	NA
chr1_164457666_164458737	2.38271956557009	1.33124316840624	mm10_genes_exons	DMRs-up	Atp1b1
chr1_165193911_165194575	3.02666187255846	0.661958571114159	other_genomics	no_sig	NA
chr1_16519743_16520093	1.74203263878026	0.411945599576836	other_genomics	no_sig	NA
chr1_165236383_165237118	-1.67406801828803	0.455546920417845	other_genomics	no_sig	NA
chr1_165281918_165282567	-1.16403744490709	0.263793689877028	other_genomics	no_sig	NA
chr1_165459579_165461564	-1.29866752950591	0.376772067225733	other_genomics	no_sig	NA
chr1_165634115_165634787	-1.23033182761622	0.203335958969707	other_genomics	no_sig	NA
chr1_165642347_165642678	-3.52120521899785	1.06156780962298	other_genomics	no_sig	NA
chr1_165707783_165708059	2.98972473565981	1.13913779449571	other_genomics	no_sig	NA
chr1_165763705_165764219	3.32970852086004	1.22902275664036	other_genomics	no_sig	NA
chr1_165845013_165845260	3.7064789190509	0.595024704902713	other_genomics	no_sig	NA
chr1_166001465_166003585	-0.34739641051131	0.0825920601268304	other_genomics	no_sig	NA
chr1_16618558_16619401	-1.34315858815354	0.310052163236862	other_genomics	no_sig	NA
chr1_166238497_166238965	0.181687793718517	0.0610356698256931	other_genomics	no_sig	NA
chr1_166253979_166254247	-3.70702798997813	1.69709232375249	mm10_genes_promoters	DMRs-down	Ildr2
chr1_166308841_166309482	5.45734955180216	1.85501898203709	other_genomics_DMRs	DMRs-up	Ildr2
chr1_166378930_166379154	0.289697965287278	0.0423786989701746	other_genomics	no_sig	NA
chr1_166379307_166379976	3.83763763046304	0.620756935787304	other_genomics	no_sig	NA
chr1_166409386_166410061	1.49721801742976	0.265979026203423	other_genomics	no_sig	NA
chr1_16656764_16657043	1.12882708761603	0.225070459320907	other_genomics	no_sig	NA
chr1_16665146_16665626	-0.0929090112554616	0.0220850621842719	other_genomics	no_sig	NA
chr1_167000591_167001863	1.23070677059131	0.287958194789747	other_genomics	no_sig	NA
chr1_167226375_167226581	0.663725730828477	0.472797144727254	other_genomics	no_sig	NA
chr1_167283764_167285152	2.82326092265514	0.569526286802164	other_genomics	no_sig	NA
chr1_167308249_167309065	1.81322615119701	0.816710336223354	other_genomics	no_sig	NA
chr1_167350131_167350541	4.03042223477913	0.723437024026659	other_genomics	no_sig	NA
chr1_167394071_167394421	-1.81757899095809	0.312268742646014	other_genomics	no_sig	NA
chr1_167661214_167661453	0.173569210876582	0.0428221295997226	other_genomics	no_sig	NA
chr1_167688274_167689255	4.42781895566512	1.55190120399081	mm10_genes_promoters	DMRs-up	Lmx1a
chr1_167692181_167692395	3.68334875884698	1.49347416351944	other_genomics_DMRs	DMRs-up	Lmx1a
chr1_167803055_167803272	1.122422966213	0.257964724400095	other_genomics	no_sig	NA
chr1_167929789_167929998	4.43534821265126	2.75896667581085	other_genomics_DMRs	DMRs-up	NA
chr1_169531289_169531599	2.15513358639799	0.542218051184651	other_genomics	no_sig	NA
chr1_169968945_169969431	3.48838150086513	0.531047971691714	other_genomics	no_sig	NA
chr1_170174609_170175289	3.84450980880121	0.647113563652213	other_genomics	no_sig	NA
chr1_170215003_170215422	-2.12817490206225	0.914744427763235	other_genomics	no_sig	NA
chr1_170255385_170255751	-0.136526160418388	0.03104119658513	other_genomics	no_sig	NA
chr1_170589279_170590058	1.61328371210916	0.394562754400894	other_genomics	no_sig	NA
chr1_170644195_170644660	0.97882796330226	0.299720605339853	other_genomics	no_sig	NA
chr1_170867512_170867858	2.37837125807428	0.44387935455528	other_genomics	no_sig	NA
chr1_170885006_170885507	3.82717697232819	1.08558828876546	other_genomics	no_sig	NA
chr1_170907403_170908171	2.97369604197078	1.09434727810182	other_genomics	no_sig	NA
chr1_170908619_170908877	-0.0580787467535	0.0355272115794258	other_genomics	no_sig	NA
chr1_17091517_17091971	-1.5797294582224	2.16841560739937	other_genomics_DMRs	DMRs-down	Jph1
chr1_17096764_17098139	1.24848828263861	0.20290259693735	other_genomics	no_sig	NA
chr1_171038072_171038372	0.153471403790019	0.0350968213659521	other_genomics	no_sig	NA
chr1_171063939_171065960	0.264841701513357	0.119357242990059	other_genomics	no_sig	NA
chr1_171070327_171070786	0.214796707020691	0.0618208826912062	other_genomics	no_sig	NA
chr1_171077941_171078407	1.78425507465394	1.15437776228907	other_genomics	no_sig	NA
chr1_171079181_171081209	1.30230839713945	0.753394106685366	other_genomics	no_sig	NA
chr1_171085563_171086059	3.79501127441086	1.64431606170818	other_genomics_DMRs	DMRs-up	NA
chr1_171102494_171102718	5.57968757275463	0.831184933177119	other_genomics	no_sig	NA
chr1_171150341_171150666	-2.28363704240368	0.447353513440841	other_genomics	no_sig	NA
chr1_171195925_171196155	4.31035057420191	1.25622014924821	other_genomics	no_sig	NA
chr1_171247014_171247401	-0.785596795609119	0.113118020618166	other_genomics	no_sig	NA
chr1_171270155_171270714	0.445441720212952	0.115042178855871	other_genomics	no_sig	NA
chr1_171287538_171288060	0.884945573274052	0.127641922856427	other_genomics	no_sig	NA
chr1_171294470_171294818	-1.35758287266055	0.284716990754505	other_genomics	no_sig	NA
chr1_171328889_171329488	-1.33168082483593	0.220064919252997	other_genomics	no_sig	NA
chr1_171345438_171345901	1.18567399133602	0.247850814211175	other_genomics	no_sig	NA
chr1_171360797_171361019	3.9047666026096	1.98731574450322	mm10_genes_promoters	DMRs-up	Klhdc9
chr1_171411209_171411871	-2.07839858097176	0.368421502032334	other_genomics	no_sig	NA
chr1_171437430_171437953	2.50668500950319	0.883920114911021	other_genomics	no_sig	NA
chr1_17145467_17145795	3.73916543028436	1.29686311384027	other_genomics	no_sig	NA
chr1_171503388_171504200	4.95449229191724	1.88508677402091	mm10_genes_promoters	DMRs-up	Alyref2
chr1_171679775_171679999	0.232550064972209	0.0790329738947406	other_genomics	no_sig	NA
chr1_172026998_172027483	3.29400588614885	0.464306164410895	other_genomics	no_sig	NA
chr1_172054001_172054248	-0.153152031158188	0.027954534465838	other_genomics	no_sig	NA
chr1_172082539_172083159	-1.24704359861328	0.201996574621584	other_genomics	no_sig	NA
chr1_172147961_172148562	0.621089868827988	0.123824224356578	other_genomics	no_sig	NA
chr1_172172578_172172820	0.335302308587908	0.150805606910479	other_genomics	no_sig	NA
chr1_172312329_172312632	4.90779004401206	1.06992429135908	other_genomics	no_sig	NA
chr1_172325700_172326579	-0.641863400536161	0.707178421897814	other_genomics	no_sig	NA
chr1_172340865_172341194	0.759806909747171	0.14382481578145	other_genomics	no_sig	NA
chr1_172376350_172377347	1.47495851386906	0.426903845011928	other_genomics	no_sig	NA
chr1_172481968_172482213	2.00905639984543	0.377436635738022	other_genomics	no_sig	NA
chr1_172500078_172500860	1.95845089571746	0.902904801920941	other_genomics	no_sig	NA
chr1_172562961_172563360	4.15641016311777	0.77512981698131	other_genomics	no_sig	NA
chr1_172632538_172633129	4.00608728767713	1.18093215769676	other_genomics	no_sig	NA
chr1_173367181_173367799	4.39335686314204	0.88856105522317	other_genomics	no_sig	NA
chr1_174501729_174502540	0.198172893423559	0.0284064580690279	other_genomics	no_sig	NA
chr1_174503311_174503629	-2.42712882252872	0.349136918917941	other_genomics	no_sig	NA
